duration,start_date,start_year,start_month,start_hour,weekday,start_city,end_city,subscription_type
55.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Customer
4.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
12.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
34.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
26.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
20.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
5.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
56.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
9.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
25.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
25.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
28.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
7.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
34.0,2013-09-19,2013,09,08,3,San Jose,San Jose,Subscriber
46.0,2013-09-19,2013,09,08,3,San Jose,San Jose,Subscriber
51.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
50.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Customer
57.0,2013-09-19,2013,09,08,3,San Jose,San Jose,Subscriber
39.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
18.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
0.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Customer
2.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
11.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Customer
44.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
32.0,2013-09-19,2013,09,08,3,San Jose,San Jose,Subscriber
4.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Customer
59.0,2013-09-19,2013,09,08,3,Redwood City,Redwood City,Customer
30.0,2013-09-19,2013,09,08,3,San Jose,San Jose,Subscriber
29.0,2013-09-19,2013,09,08,3,San Jose,San Jose,Subscriber
7.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
57.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
0.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
3.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
13.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
19.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
52.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
52.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
22.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
32.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
18.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
47.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
38.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
13.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Customer
38.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Customer
31.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
19.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
8.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
6.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Customer
13.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
2.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
52.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
36.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
4.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
1.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
48.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
20.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Customer
44.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
41.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
51.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
39.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
33.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
47.0,2013-09-19,2013,09,08,3,Redwood City,Redwood City,Subscriber
47.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
52.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
46.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Customer
18.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
50.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Customer
7.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
46.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
52.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
13.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
30.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
37.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
2.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Customer
27.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
27.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
19.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
26.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
49.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
13.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
31.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
52.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Customer
1.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
13.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
30.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
56.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
59.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
4.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
52.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
53.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
15.0,2013-09-19,2013,09,08,3,Palo Alto,Palo Alto,Subscriber
42.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
47.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
17.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Customer
0.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
27.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
18.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
10.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Customer
50.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
22.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
37.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
17.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Customer
44.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
40.0,2013-09-19,2013,09,08,3,San Francisco,San Francisco,Subscriber
19.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
45.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
48.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
4.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
9.0,2013-09-19,2013,09,09,3,San Jose,San Jose,Subscriber
12.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
14.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
28.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
51.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
22.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
6.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
51.0,2013-09-19,2013,09,09,3,San Jose,San Jose,Customer
30.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
33.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
31.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
43.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
9.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Customer
10.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
45.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
9.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
52.0,2013-09-19,2013,09,09,3,San Jose,San Jose,Subscriber
29.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
27.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
0.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Customer
42.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
53.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
39.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
17.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
57.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
39.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
41.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
28.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Customer
55.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
58.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
1.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
3.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
47.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
50.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
22.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
23.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
26.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Customer
8.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Customer
50.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
17.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
50.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
22.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
26.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
32.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
25.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Customer
3.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
34.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
54.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
43.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
19.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
17.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Customer
18.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Customer
1.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
30.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
51.0,2013-09-19,2013,09,09,3,Mountain View,Mountain View,Subscriber
45.0,2013-09-19,2013,09,09,3,Mountain View,Mountain View,Subscriber
19.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Customer
10.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Customer
39.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Customer
53.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Customer
43.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
30.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Customer
28.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
48.0,2013-09-19,2013,09,09,3,Mountain View,Mountain View,Subscriber
41.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
14.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
0.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
4.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
43.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Customer
19.0,2013-09-19,2013,09,09,3,Palo Alto,Palo Alto,Subscriber
5.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
37.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
39.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Customer
0.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
13.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
3.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Customer
5.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
22.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
2.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
36.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
46.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
40.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Customer
18.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
37.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
35.0,2013-09-19,2013,09,09,3,San Francisco,San Francisco,Subscriber
54.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
42.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
8.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Customer
42.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
35.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
24.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
9.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Customer
6.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
54.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
36.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Customer
11.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Customer
33.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Customer
9.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Customer
23.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
4.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
36.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
56.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
54.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
22.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Customer
43.0,2013-09-19,2013,09,10,3,San Jose,San Jose,Subscriber
19.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
47.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
6.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Customer
2.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
29.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Customer
57.0,2013-09-19,2013,09,10,3,Mountain View,Mountain View,Subscriber
56.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Customer
34.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
13.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
1.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
51.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
58.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
53.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
31.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
28.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Customer
56.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Customer
52.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Customer
21.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
13.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
33.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Customer
46.0,2013-09-19,2013,09,10,3,Redwood City,Redwood City,Subscriber
51.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
6.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
19.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
20.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Customer
2.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Customer
3.0,2013-09-19,2013,09,10,3,San Francisco,San Francisco,Subscriber
50.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
0.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
52.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
35.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
27.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
56.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
56.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
28.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
45.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
3.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
33.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
47.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Customer
1.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Customer
2.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Customer
49.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
41.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Customer
43.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
21.0,2013-09-19,2013,09,11,3,Palo Alto,Palo Alto,Customer
9.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Customer
22.0,2013-09-19,2013,09,11,3,Palo Alto,Palo Alto,Customer
0.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
35.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Customer
7.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Customer
13.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Customer
24.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Customer
37.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Customer
5.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Customer
25.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
12.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
5.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Customer
58.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
16.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
54.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
34.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
51.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
23.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
2.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
28.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Customer
14.0,2013-09-19,2013,09,11,3,San Jose,San Jose,Subscriber
45.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
7.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
5.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
40.0,2013-09-19,2013,09,11,3,San Francisco,San Francisco,Subscriber
